"",Time,theta,Id,Idrms,Iq,Iqrms,Ws,p_test,q_test,Tmpu,Vd,Vdrms,Vq,Vqrms,Ia,Ib,Ic,ph,qh,Wr,Te,Va,Vb,Vc,phCalcPeak,phCalcRMS,qhCalcPeak,qhCalcRMS,edp,eqp,edp_dt,eqp_dt,edp_Calc,eqp_Calc
4502,0.4502,1.794317,0.204336,0.250260,-0.093885,-0.114986,380.214348,0.122201,0.037911,-0.767799,0.377712,0.462601,-0.034929,-0.042779,0.221664,-0.143711,-0.077952,0.122209,0.037930,0.959031,-0.748949,0.373922,-0.131730,-0.242219,0.120690,0.120690,0.042487,0.042487,0.354097,-0.075495,-0.300384,-1.586994,1.418079,5.788450
4503,0.4503,1.832339,0.204308,0.250226,-0.093991,-0.115114,380.212052,0.122209,0.037930,-0.767767,0.377709,0.462597,-0.035067,-0.042948,0.222951,-0.137129,-0.085823,0.122218,0.037948,0.959019,-0.749006,0.371265,-0.118247,-0.253045,0.120698,0.120698,0.042505,0.042505,0.354073,-0.075625,-0.299951,-1.587008,1.420606,5.787079
4504,0.4504,1.870360,0.204281,0.250192,-0.094096,-0.115243,380.209753,0.122218,0.037948,-0.767734,0.377706,0.462594,-0.035204,-0.043116,0.223925,-0.130352,-0.093573,0.122227,0.037966,0.959006,-0.749064,0.368081,-0.104594,-0.263513,0.120706,0.120706,0.042524,0.042524,0.354048,-0.075754,-0.299633,-1.586978,1.423134,5.785711
4505,0.4505,1.908381,0.204253,0.250158,-0.094201,-0.115373,380.207449,0.122227,0.037966,-0.767702,0.377703,0.462590,-0.035341,-0.043284,0.224583,-0.123390,-0.101193,0.122236,0.037985,0.958994,-0.749123,0.364375,-0.090793,-0.273608,0.120714,0.120714,0.042542,0.042542,0.354024,-0.075884,-0.299417,-1.586948,1.425662,5.784344
4506,0.4506,1.946401,0.204226,0.250124,-0.094307,-0.115502,380.205143,0.122236,0.037985,-0.767670,0.377700,0.462586,-0.035479,-0.043453,0.224925,-0.116253,-0.108672,0.122246,0.038003,0.958982,-0.749183,0.360152,-0.076863,-0.283316,0.120723,0.120723,0.042561,0.042561,0.353999,-0.076014,-0.299314,-1.586915,1.428190,5.782980
4507,0.4507,1.984422,0.204198,0.250091,-0.094412,-0.115631,380.202832,0.122246,0.038003,-0.767638,0.377697,0.462582,-0.035616,-0.043621,0.224951,-0.108951,-0.116000,0.122255,0.038021,0.958969,-0.749244,0.355418,-0.062822,-0.292622,0.120731,0.120731,0.042580,0.042580,0.353975,-0.076143,-0.299299,-1.586859,1.430718,5.781618
4508,0.4508,2.022442,0.204171,0.250058,-0.094518,-0.115760,380.200518,0.122255,0.038021,-0.767606,0.377694,0.462579,-0.035754,-0.043789,0.224659,-0.101495,-0.123165,0.122265,0.038040,0.958957,-0.749306,0.350181,-0.048692,-0.301513,0.120740,0.120740,0.042598,0.042598,0.353950,-0.076273,-0.299384,-1.586784,1.433246,5.780258
4509,0.4509,2.060462,0.204144,0.250024,-0.094623,-0.115889,380.198200,0.122265,0.038040,-0.767575,0.377691,0.462575,-0.035891,-0.043957,0.224051,-0.093894,-0.130158,0.122275,0.038058,0.958945,-0.749368,0.344446,-0.034493,-0.309978,0.120749,0.120749,0.042617,0.042617,0.353926,-0.076402,-0.299587,-1.586696,1.435773,5.778900
4510,0.4510,2.098482,0.204117,0.249992,-0.094729,-0.116019,380.195878,0.122275,0.038058,-0.767543,0.377688,0.462571,-0.036028,-0.044125,0.223128,-0.086159,-0.136968,0.122284,0.038077,0.958933,-0.749431,0.338222,-0.020243,-0.318003,0.120758,0.120758,0.042636,0.042636,0.353901,-0.076532,-0.299895,-1.586607,1.438300,5.777544
4511,0.4511,2.136501,0.204091,0.249959,-0.094834,-0.116148,380.193553,0.122284,0.038077,-0.767512,0.377685,0.462567,-0.036165,-0.044293,0.221890,-0.078302,-0.143588,0.122294,0.038095,0.958921,-0.749495,0.331519,-0.005964,-0.325578,0.120767,0.120767,0.042655,0.042655,0.353877,-0.076661,-0.300290,-1.586552,1.440826,5.776189
4512,0.4512,2.174520,0.204064,0.249927,-0.094940,-0.116277,380.191225,0.122294,0.038095,-0.767481,0.377681,0.462563,-0.036302,-0.044461,0.220339,-0.070333,-0.150006,0.122304,0.038114,0.958909,-0.749560,0.324345,0.008324,-0.332692,0.120777,0.120777,0.042674,0.042674,0.353852,-0.076791,-0.300778,-1.586474,1.443351,5.774835
4513,0.4513,2.212539,0.204038,0.249894,-0.095046,-0.116407,380.188893,0.122305,0.038114,-0.767450,0.377678,0.462559,-0.036440,-0.044629,0.218477,-0.062264,-0.156213,0.122315,0.038132,0.958897,-0.749626,0.316711,0.022600,-0.339334,0.120786,0.120786,0.042692,0.042692,0.353828,-0.076920,-0.301366,-1.586402,1.445876,5.773483
4514,0.4514,2.250558,0.204012,0.249862,-0.095151,-0.116536,380.186558,0.122315,0.038132,-0.767419,0.377675,0.462556,-0.036577,-0.044797,0.216307,-0.054105,-0.162202,0.122325,0.038151,0.958886,-0.749692,0.308628,0.036846,-0.345495,0.120796,0.120796,0.042711,0.042711,0.353803,-0.077050,-0.302041,-1.586342,1.448400,5.772132
4515,0.4515,2.288577,0.203985,0.249830,-0.095257,-0.116665,380.184219,0.122325,0.038151,-0.767388,0.377672,0.462552,-0.036714,-0.044965,0.213832,-0.045868,-0.167964,0.122335,0.038169,0.958874,-0.749758,0.300106,0.051040,-0.351167,0.120805,0.120805,0.042730,0.042730,0.353778,-0.077179,-0.302782,-1.586285,1.450922,5.770781
4516,0.4516,2.326595,0.203959,0.249798,-0.095362,-0.116795,380.181877,0.122335,0.038169,-0.767358,0.377668,0.462547,-0.036851,-0.045133,0.211056,-0.037566,-0.173490,0.122346,0.038188,0.958862,-0.749826,0.291159,0.065162,-0.356341,0.120815,0.120815,0.042749,0.042749,0.353754,-0.077309,-0.303623,-1.586241,1.453444,5.769432
4517,0.4517,2.364613,0.203933,0.249766,-0.095468,-0.116924,380.179531,0.122346,0.038188,-0.767328,0.377665,0.462543,-0.036988,-0.045301,0.207981,-0.029208,-0.178773,0.122356,0.038206,0.958851,-0.749894,0.281798,0.079193,-0.361010,0.120824,0.120824,0.042768,0.042768,0.353729,-0.077439,-0.304540,-1.586250,1.455965,5.768082
4518,0.4518,2.402631,0.203908,0.249735,-0.095574,-0.117053,380.177182,0.122356,0.038206,-0.767297,0.377662,0.462539,-0.037125,-0.045468,0.204613,-0.020808,-0.183804,0.122367,0.038225,0.958839,-0.749962,0.272037,0.093112,-0.365167,0.120834,0.120834,0.042787,0.042787,0.353704,-0.077568,-0.305505,-1.586250,1.458484,5.766733
4519,0.4519,2.440648,0.203882,0.249703,-0.095679,-0.117183,380.174829,0.122367,0.038225,-0.767267,0.377658,0.462535,-0.037262,-0.045636,0.200955,-0.012377,-0.188578,0.122377,0.038243,0.958828,-0.750030,0.261890,0.106899,-0.368807,0.120844,0.120844,0.042806,0.042806,0.353679,-0.077698,-0.306547,-1.586284,1.461002,5.765383
4520,0.4520,2.478666,0.203856,0.249672,-0.095785,-0.117312,380.172474,0.122377,0.038243,-0.767238,0.377654,0.462530,-0.037399,-0.045804,0.197014,-0.003927,-0.193087,0.122388,0.038261,0.958816,-0.750099,0.251371,0.120536,-0.371923,0.120854,0.120854,0.042824,0.042824,0.353654,-0.077827,-0.307648,-1.586318,1.463518,5.764032
4521,0.4521,2.516683,0.203830,0.249640,-0.095890,-0.117441,380.170114,0.122388,0.038261,-0.767208,0.377651,0.462526,-0.037536,-0.045972,0.192794,0.004530,-0.197325,0.122399,0.038280,0.958805,-0.750169,0.240496,0.134002,-0.374513,0.120864,0.120864,0.042843,0.042843,0.353629,-0.077957,-0.308786,-1.586403,1.466033,5.762681
4522,0.4522,2.554700,0.203805,0.249609,-0.095996,-0.117570,380.167752,0.122399,0.038280,-0.767179,0.377647,0.462521,-0.037673,-0.046140,0.188302,0.012983,-0.201285,0.122409,0.038298,0.958794,-0.750238,0.229278,0.147279,-0.376571,0.120874,0.120874,0.042862,0.042862,0.353603,-0.078086,-0.309983,-1.586532,1.468546,5.761329
4523,0.4523,2.592716,0.203779,0.249577,-0.096101,-0.117699,380.165385,0.122409,0.038298,-0.767149,0.377643,0.462516,-0.037810,-0.046307,0.183544,0.021418,-0.204962,0.122420,0.038317,0.958782,-0.750308,0.217735,0.160347,-0.378096,0.120884,0.120884,0.042881,0.042881,0.353578,-0.078216,-0.311203,-1.586682,1.471057,5.759974
4524,0.4524,2.630733,0.203753,0.249546,-0.096206,-0.117828,380.163016,0.122420,0.038317,-0.767120,0.377639,0.462511,-0.037947,-0.046475,0.178526,0.029826,-0.208351,0.122431,0.038335,0.958771,-0.750378,0.205883,0.173189,-0.379084,0.120894,0.120894,0.042899,0.042899,0.353553,-0.078345,-0.312454,-1.586860,1.473567,5.758619
4525,0.4525,2.668749,0.203728,0.249514,-0.096312,-0.117957,380.160642,0.122431,0.038335,-0.767091,0.377634,0.462506,-0.038084,-0.046643,0.173255,0.038193,-0.211448,0.122441,0.038353,0.958760,-0.750448,0.193739,0.185786,-0.379535,0.120904,0.120904,0.042918,0.042918,0.353527,-0.078475,-0.313729,-1.587066,1.476075,5.757261
4526,0.4526,2.706765,0.203702,0.249483,-0.096417,-0.118086,380.158266,0.122441,0.038353,-0.767062,0.377630,0.462500,-0.038221,-0.046811,0.167739,0.046507,-0.214246,0.122452,0.038371,0.958749,-0.750517,0.181319,0.198119,-0.379448,0.120914,0.120914,0.042936,0.042936,0.353501,-0.078604,-0.315018,-1.587319,1.478581,5.755900
4527,0.4527,2.744781,0.203676,0.249451,-0.096522,-0.118215,380.155885,0.122452,0.038371,-0.767034,0.377626,0.462495,-0.038358,-0.046979,0.161985,0.054758,-0.216743,0.122462,0.038389,0.958738,-0.750587,0.168642,0.210173,-0.378823,0.120924,0.120924,0.042955,0.042955,0.353476,-0.078734,-0.316314,-1.587639,1.481085,5.754537
4528,0.4528,2.782796,0.203650,0.249419,-0.096627,-0.118344,380.153502,0.122462,0.038389,-0.767005,0.377621,0.462489,-0.038495,-0.047147,0.156002,0.062933,-0.218935,0.122473,0.038408,0.958728,-0.750657,0.155725,0.221928,-0.377661,0.120933,0.120933,0.042973,0.042973,0.353450,-0.078864,-0.317584,-1.587964,1.483587,5.753170
4529,0.4529,2.820811,0.203624,0.249388,-0.096732,-0.118473,380.151114,0.122473,0.038408,-0.766977,0.377616,0.462484,-0.038632,-0.047315,0.149798,0.071021,-0.220819,0.122483,0.038426,0.958717,-0.750727,0.142586,0.233370,-0.375963,0.120943,0.120943,0.042992,0.042992,0.353424,-0.078993,-0.318851,-1.588347,1.486086,5.751800
4530,0.4530,2.858826,0.203598,0.249356,-0.096837,-0.118601,380.148723,0.122483,0.038426,-0.766949,0.377612,0.462478,-0.038770,-0.047483,0.143382,0.079010,-0.222392,0.122494,0.038444,0.958706,-0.750796,0.129245,0.244481,-0.373732,0.120953,0.120953,0.043010,0.043010,0.353398,-0.079123,-0.320105,-1.588760,1.488584,5.750426
4531,0.4531,2.896841,0.203572,0.249324,-0.096942,-0.118730,380.146328,0.122494,0.038444,-0.766921,0.377607,0.462472,-0.038907,-0.047651,0.136762,0.086889,-0.223651,0.122504,0.038462,0.958695,-0.750866,0.115721,0.255246,-0.370971,0.120963,0.120963,0.043029,0.043029,0.353371,-0.079253,-0.321322,-1.589200,1.491079,5.749048
4532,0.4532,2.934856,0.203546,0.249292,-0.097047,-0.118858,380.143929,0.122504,0.038462,-0.766893,0.377602,0.462466,-0.039044,-0.047819,0.129948,0.094648,-0.224596,0.122514,0.038479,0.958685,-0.750935,0.102032,0.265650,-0.367684,0.120972,0.120972,0.043047,0.043047,0.353345,-0.079383,-0.322501,-1.589701,1.493573,5.747666
4533,0.4533,2.972870,0.203519,0.249259,-0.097152,-0.118986,380.141526,0.122515,0.038479,-0.766866,0.377597,0.462459,-0.039182,-0.047987,0.122950,0.102274,-0.225224,0.122525,0.038497,0.958674,-0.751003,0.088197,0.275677,-0.363875,0.120982,0.120982,0.043065,0.043065,0.353319,-0.079512,-0.323626,-1.590265,1.496064,5.746279
4534,0.4534,3.010884,0.203493,0.249227,-0.097257,-0.119115,380.139120,0.122525,0.038497,-0.766838,0.377591,0.462453,-0.039319,-0.048156,0.115777,0.109757,-0.225534,0.122535,0.038515,0.958664,-0.751072,0.074238,0.285314,-0.359551,0.120992,0.120992,0.043083,0.043083,0.353292,-0.079642,-0.324706,-1.590839,1.498553,5.744886
4535,0.4535,3.048898,0.203466,0.249194,-0.097361,-0.119243,380.136709,0.122535,0.038515,-0.766811,0.377586,0.462446,-0.039457,-0.048324,0.108439,0.117087,-0.225526,0.122545,0.038533,0.958653,-0.751140,0.060172,0.294546,-0.354717,0.121001,0.121001,0.043101,0.043101,0.353266,-0.079772,-0.325716,-1.591459,1.501039,5.743489
4536,0.4536,3.086911,0.203439,0.249161,-0.097466,-0.119371,380.134295,0.122545,0.038533,-0.766784,0.377580,0.462440,-0.039594,-0.048493,0.100947,0.124253,-0.225201,0.122555,0.038550,0.958643,-0.751207,0.046021,0.303362,-0.349379,0.121011,0.121011,0.043119,0.043119,0.353239,-0.079902,-0.326645,-1.592093,1.503523,5.742086
4537,0.4537,3.124925,0.203412,0.249128,-0.097570,-0.119499,380.131876,0.122555,0.038550,-0.766757,0.377575,0.462433,-0.039732,-0.048662,0.093312,0.131246,-0.224557,0.122565,0.038568,0.958633,-0.751274,0.031804,0.311747,-0.343547,0.121020,0.121020,0.043137,0.043137,0.353212,-0.080032,-0.327508,-1.592791,1.506005,5.740677
4538,0.4538,3.162938,0.203384,0.249094,-0.097675,-0.119627,380.129454,0.122565,0.038568,-0.766730,0.377569,0.462426,-0.039870,-0.048831,0.085543,0.138054,-0.223597,0.122575,0.038585,0.958622,-0.751340,0.017541,0.319691,-0.337227,0.121029,0.121029,0.043155,0.043155,0.353186,-0.080162,-0.328275,-1.593535,1.508485,5.739262
4539,0.4539,3.200951,0.203357,0.249060,-0.097779,-0.119755,380.127027,0.122575,0.038585,-0.766704,0.377564,0.462419,-0.040008,-0.049000,0.077653,0.144669,-0.222322,0.122584,0.038603,0.958612,-0.751406,0.003253,0.327183,-0.330429,0.121038,0.121038,0.043173,0.043173,0.353159,-0.080292,-0.328959,-1.594291,1.510962,5.737841
4540,0.4540,3.238963,0.203329,0.249026,-0.097883,-0.119882,380.124596,0.122584,0.038603,-0.766677,0.377558,0.462412,-0.040146,-0.049169,0.069652,0.151081,-0.220732,0.122594,0.038620,0.958602,-0.751472,-0.011040,0.334211,-0.323162,0.121047,0.121047,0.043191,0.043191,0.353132,-0.080423,-0.329528,-1.595072,1.513437,5.736413
4541,0.4541,3.276975,0.203301,0.248992,-0.097988,-0.120010,380.122161,0.122594,0.038620,-0.766651,0.377552,0.462405,-0.040284,-0.049338,0.061551,0.157280,-0.218831,0.122603,0.038638,0.958592,-0.751537,-0.025317,0.340765,-0.315438,0.121056,0.121056,0.043208,0.043208,0.353105,-0.080553,-0.330002,-1.595887,1.515910,5.734979
4542,0.4542,3.314988,0.203273,0.248957,-0.098092,-0.120138,380.119721,0.122603,0.038638,-0.766625,0.377546,0.462398,-0.040423,-0.049507,0.053362,0.163260,-0.216621,0.122613,0.038655,0.958582,-0.751601,-0.039560,0.346836,-0.307266,0.121065,0.121065,0.043226,0.043226,0.353078,-0.080683,-0.330365,-1.596700,1.518381,5.733538
4543,0.4543,3.352999,0.203244,0.248922,-0.098196,-0.120265,380.117277,0.122613,0.038655,-0.766599,0.377540,0.462390,-0.040561,-0.049677,0.045096,0.169009,-0.214106,0.122622,0.038672,0.958572,-0.751665,-0.053746,0.352417,-0.298658,0.121074,0.121074,0.043244,0.043244,0.353051,-0.080814,-0.330615,-1.597555,1.520849,5.732091
4544,0.4544,3.391011,0.203216,0.248887,-0.098300,-0.120392,380.114829,0.122622,0.038672,-0.766573,0.377534,0.462383,-0.040699,-0.049846,0.036766,0.174522,-0.211288,0.122631,0.038690,0.958562,-0.751728,-0.067857,0.357498,-0.289627,0.121082,0.121082,0.043261,0.043261,0.353024,-0.080944,-0.330755,-1.598439,1.523315,5.730636
4545,0.4545,3.429022,0.203186,0.248852,-0.098404,-0.120520,380.112376,0.122631,0.038690,-0.766548,0.377528,0.462376,-0.040838,-0.050016,0.028382,0.179789,-0.208171,0.122640,0.038707,0.958552,-0.751790,-0.081873,0.362073,-0.280185,0.121091,0.121091,0.043279,0.043279,0.352997,-0.081075,-0.330757,-1.599316,1.525779,5.729175
4546,0.4546,3.467033,0.203157,0.248816,-0.098508,-0.120647,380.109918,0.122640,0.038707,-0.766522,0.377522,0.462368,-0.040977,-0.050186,0.019958,0.184803,-0.204761,0.122649,0.038724,0.958543,-0.751852,-0.095772,0.366135,-0.270345,0.121099,0.121099,0.043296,0.043296,0.352970,-0.081205,-0.330628,-1.600186,1.528241,5.727706
4547,0.4547,3.505044,0.203128,0.248780,-0.098612,-0.120774,380.107457,0.122649,0.038724,-0.766497,0.377516,0.462361,-0.041116,-0.050356,0.011503,0.189558,-0.201061,0.122658,0.038741,0.958533,-0.751914,-0.109537,0.369678,-0.260123,0.121108,0.121108,0.043314,0.043314,0.352943,-0.081336,-0.330402,-1.601062,1.530700,5.726231
4548,0.4548,3.543055,0.203098,0.248743,-0.098715,-0.120901,380.104990,0.122658,0.038741,-0.766472,0.377510,0.462354,-0.041255,-0.050527,0.003031,0.194046,-0.197077,0.122667,0.038758,0.958523,-0.751975,-0.123147,0.372697,-0.249531,0.121116,0.121116,0.043331,0.043331,0.352916,-0.081467,-0.330041,-1.601944,1.533158,5.724748
4549,0.4549,3.581065,0.203068,0.248706,-0.098819,-0.121028,380.102518,0.122667,0.038758,-0.766446,0.377504,0.462346,-0.041394,-0.050697,-0.005446,0.198261,-0.192815,0.122675,0.038775,0.958514,-0.752035,-0.136582,0.375189,-0.238586,0.121124,0.121124,0.043348,0.043348,0.352889,-0.081597,-0.329569,-1.602839,1.535613,5.723259
4550,0.4550,3.619075,0.203037,0.248669,-0.098923,-0.121155,380.100042,0.122676,0.038775,-0.766422,0.377498,0.462339,-0.041533,-0.050868,-0.013917,0.202197,-0.188281,0.122684,0.038792,0.958504,-0.752094,-0.149825,0.377149,-0.227302,0.121132,0.121132,0.043366,0.043366,0.352862,-0.081728,-0.328960,-1.603698,1.538067,5.721763
4551,0.4551,3.657085,0.203007,0.248632,-0.099027,-0.121282,380.097562,0.122684,0.038792,-0.766397,0.377492,0.462332,-0.041673,-0.051039,-0.022369,0.205849,-0.183480,0.122693,0.038809,0.958495,-0.752154,-0.162856,0.378576,-0.215696,0.121140,0.121140,0.043383,0.043383,0.352835,-0.081859,-0.328227,-1.604544,1.540519,5.720260
4552,0.4552,3.695095,0.202976,0.248594,-0.099130,-0.121409,380.095076,0.122693,0.038809,-0.766372,0.377486,0.462325,-0.041812,-0.051209,-0.030792,0.209211,-0.178420,0.122701,0.038826,0.958485,-0.752212,-0.175657,0.379466,-0.203784,0.121148,0.121148,0.043400,0.043400,0.352809,-0.081990,-0.327387,-1.605368,1.542968,5.718750
4553,0.4553,3.733104,0.202945,0.248556,-0.099234,-0.121536,380.092586,0.122701,0.038826,-0.766348,0.377481,0.462318,-0.041952,-0.051380,-0.039171,0.212279,-0.173107,0.122710,0.038843,0.958476,-0.752271,-0.188209,0.379818,-0.191583,0.121156,0.121156,0.043417,0.043417,0.352782,-0.082122,-0.326442,-1.606155,1.545416,5.717234
4554,0.4554,3.771113,0.202914,0.248517,-0.099337,-0.121663,380.090091,0.122710,0.038843,-0.766323,0.377475,0.462311,-0.042092,-0.051552,-0.047497,0.215048,-0.167550,0.122718,0.038860,0.958467,-0.752328,-0.200496,0.379633,-0.179110,0.121164,0.121164,0.043435,0.043435,0.352755,-0.082253,-0.325382,-1.606920,1.547862,5.715712
4555,0.4555,3.809122,0.202882,0.248479,-0.099441,-0.121790,380.087591,0.122718,0.038860,-0.766299,0.377469,0.462304,-0.042232,-0.051723,-0.055758,0.217514,-0.161756,0.122726,0.038877,0.958457,-0.752386,-0.212499,0.378910,-0.166383,0.121172,0.121172,0.043452,0.043452,0.352729,-0.082384,-0.324223,-1.607680,1.550306,5.714183
4556,0.4556,3.847131,0.202850,0.248440,-0.099544,-0.121917,380.085087,0.122726,0.038877,-0.766275,0.377464,0.462297,-0.042372,-0.051894,-0.063940,0.219673,-0.155733,0.122735,0.038894,0.958448,-0.752443,-0.224201,0.377650,-0.153419,0.121180,0.121180,0.043469,0.043469,0.352702,-0.082515,-0.322974,-1.608370,1.552748,5.712649
4557,0.4557,3.885139,0.202818,0.248401,-0.099648,-0.122043,380.082577,0.122735,0.038894,-0.766251,0.377458,0.462290,-0.042512,-0.052066,-0.072034,0.221524,-0.149490,0.122743,0.038911,0.958439,-0.752500,-0.235587,0.375855,-0.140238,0.121187,0.121187,0.043486,0.043486,0.352676,-0.082647,-0.321622,-1.609020,1.555189,5.711109
4558,0.4558,3.923148,0.202786,0.248361,-0.099751,-0.122170,380.080063,0.122743,0.038911,-0.766228,0.377453,0.462284,-0.042652,-0.052238,-0.080027,0.223062,-0.143035,0.122751,0.038928,0.958430,-0.752556,-0.246639,0.373528,-0.126858,0.121195,0.121195,0.043503,0.043503,0.352650,-0.082778,-0.320172,-1.609615,1.557628,5.709563
4559,0.4559,3.961155,0.202754,0.248322,-0.099855,-0.122297,380.077544,0.122751,0.038928,-0.766204,0.377448,0.462277,-0.042792,-0.052409,-0.087909,0.224287,-0.136378,0.122760,0.038945,0.958421,-0.752612,-0.257342,0.370672,-0.113297,0.121203,0.121203,0.043521,0.043521,0.352624,-0.082909,-0.318687,-1.610170,1.560065,5.708012
4560,0.4560,3.999163,0.202721,0.248282,-0.099958,-0.122423,380.075020,0.122760,0.038945,-0.766180,0.377443,0.462271,-0.042932,-0.052581,-0.095667,0.225195,-0.129528,0.122768,0.038962,0.958412,-0.752668,-0.267682,0.367291,-0.099575,0.121211,0.121211,0.043538,0.043538,0.352598,-0.083041,-0.317122,-1.610691,1.562500,5.706456
4561,0.4561,4.037170,0.202689,0.248242,-0.100062,-0.122550,380.072492,0.122768,0.038962,-0.766157,0.377438,0.462265,-0.043073,-0.052753,-0.103292,0.225786,-0.122494,0.122776,0.038979,0.958403,-0.752724,-0.277643,0.363390,-0.085712,0.121218,0.121218,0.043555,0.043555,0.352572,-0.083172,-0.315496,-1.611139,1.564934,5.704896
4562,0.4562,4.075178,0.202656,0.248202,-0.100165,-0.122677,380.069959,0.122776,0.038979,-0.766134,0.377433,0.462259,-0.043213,-0.052925,-0.110773,0.226060,-0.115287,0.122784,0.038996,0.958394,-0.752780,-0.287211,0.358974,-0.071727,0.121226,0.121226,0.043572,0.043572,0.352546,-0.083304,-0.313822,-1.611523,1.567366,5.703331
4563,0.4563,4.113184,0.202623,0.248161,-0.100269,-0.122804,380.067421,0.122785,0.038996,-0.766111,0.377428,0.462253,-0.043354,-0.053097,-0.118098,0.226015,-0.107917,0.122793,0.039013,0.958385,-0.752836,-0.296374,0.354049,-0.057639,0.121234,0.121234,0.043590,0.043590,0.352521,-0.083436,-0.312111,-1.611841,1.569796,5.701762
4564,0.4564,4.151191,0.202590,0.248121,-0.100372,-0.122930,380.064879,0.122793,0.039013,-0.766088,0.377423,0.462247,-0.043494,-0.053270,-0.125258,0.225651,-0.100393,0.122801,0.039030,0.958377,-0.752892,-0.305117,0.348623,-0.043469,0.121242,0.121242,0.043607,0.043607,0.352495,-0.083567,-0.310377,-1.612108,1.572225,5.700189
4565,0.4565,4.189197,0.202556,0.248080,-0.100475,-0.123057,380.062332,0.122801,0.039030,-0.766065,0.377419,0.462242,-0.043635,-0.053442,-0.132242,0.224969,-0.092727,0.122810,0.039047,0.958368,-0.752948,-0.313428,0.342703,-0.029236,0.121249,0.121249,0.043624,0.043624,0.352470,-0.083699,-0.308615,-1.612329,1.574652,5.698613
4566,0.4566,4.227203,0.202523,0.248039,-0.100579,-0.123183,380.059780,0.122810,0.039047,-0.766042,0.377415,0.462237,-0.043776,-0.053614,-0.139042,0.223971,-0.084929,0.122818,0.039064,0.958359,-0.753004,-0.321296,0.336297,-0.014962,0.121257,0.121257,0.043642,0.043642,0.352445,-0.083831,-0.306820,-1.612466,1.577078,5.697034
4567,0.4567,4.265209,0.202490,0.247998,-0.100682,-0.123310,380.057224,0.122818,0.039064,-0.766020,0.377411,0.462232,-0.043916,-0.053786,-0.145646,0.222657,-0.077011,0.122826,0.039081,0.958351,-0.753060,-0.328710,0.329415,-0.000665,0.121265,0.121265,0.043659,0.043659,0.352420,-0.083962,-0.305060,-1.612539,1.579502,5.695453
4568,0.4568,4.303215,0.202456,0.247957,-0.100786,-0.123437,380.054664,0.122827,0.039081,-0.765997,0.377406,0.462227,-0.044057,-0.053959,-0.152046,0.221029,-0.068983,0.122835,0.039098,0.958342,-0.753116,-0.335659,0.322066,0.013633,0.121273,0.121273,0.043676,0.043676,0.352395,-0.084094,-0.303297,-1.612544,1.581924,5.693868
4569,0.4569,4.341220,0.202423,0.247916,-0.100889,-0.123563,380.052099,0.122835,0.039098,-0.765975,0.377403,0.462222,-0.044198,-0.054131,-0.158232,0.219090,-0.060857,0.122844,0.039115,0.958334,-0.753173,-0.342133,0.314261,0.027913,0.121281,0.121281,0.043694,0.043694,0.352370,-0.084226,-0.301545,-1.612470,1.584344,5.692282
4570,0.4570,4.379225,0.202389,0.247875,-0.100992,-0.123690,380.049530,0.122844,0.039115,-0.765953,0.377399,0.462217,-0.044338,-0.054303,-0.164197,0.216842,-0.052644,0.122852,0.039132,0.958325,-0.753230,-0.348123,0.306010,0.042155,0.121289,0.121289,0.043711,0.043711,0.352346,-0.084357,-0.299820,-1.612350,1.586762,5.690694
4571,0.4571,4.417230,0.202356,0.247834,-0.101096,-0.123817,380.046956,0.122853,0.039132,-0.765931,0.377395,0.462213,-0.044479,-0.054476,-0.169932,0.214288,-0.044356,0.122861,0.039150,0.958317,-0.753287,-0.353620,0.297325,0.056337,0.121297,0.121297,0.043729,0.043729,0.352322,-0.084489,-0.298140,-1.612176,1.589179,5.689104
4572,0.4572,4.455235,0.202322,0.247793,-0.101199,-0.123943,380.044378,0.122861,0.039150,-0.765909,0.377392,0.462209,-0.044620,-0.054648,-0.175427,0.211432,-0.036004,0.122870,0.039167,0.958308,-0.753344,-0.358617,0.288219,0.070441,0.121305,0.121305,0.043746,0.043746,0.352297,-0.084620,-0.296477,-1.611923,1.591594,5.687513
4573,0.4573,4.493239,0.202289,0.247752,-0.101303,-0.124070,380.041797,0.122870,0.039167,-0.765887,0.377388,0.462205,-0.044760,-0.054820,-0.180677,0.208278,-0.027601,0.122879,0.039184,0.958300,-0.753402,-0.363107,0.278704,0.084446,0.121314,0.121314,0.043764,0.043764,0.352273,-0.084752,-0.294870,-1.611610,1.594007,5.685921
4574,0.4574,4.531243,0.202255,0.247711,-0.101406,-0.124196,380.039211,0.122879,0.039184,-0.765866,0.377385,0.462201,-0.044901,-0.054992,-0.185673,0.204830,-0.019157,0.122888,0.039201,0.958292,-0.753461,-0.367083,0.268794,0.098332,0.121322,0.121322,0.043781,0.043781,0.352249,-0.084884,-0.293338,-1.611216,1.596418,5.684329
4575,0.4575,4.569247,0.202222,0.247670,-0.101509,-0.124323,380.036622,0.122888,0.039201,-0.765844,0.377382,0.462197,-0.045042,-0.055164,-0.190408,0.201093,-0.010685,0.122897,0.039219,0.958284,-0.753520,-0.370539,0.258502,0.112081,0.121331,0.121331,0.043799,0.043799,0.352225,-0.085015,-0.291865,-1.610782,1.598826,5.682736
